Member_Id	Percent_of_customers	Percent_of_Total_Running_Sum_of_P_Q	P_Q
15431064	0.755569782	93.533549089%	6999
17268322	0.755697823	93.537472516%	6999
17346118	0.755825864	93.541395943%	6999
2123333	0.755953905	93.545319370%	6999
7372912	0.756081946	93.549242797%	6999
7488752	0.756209987	93.553166224%	6999
7921123	0.756338028	93.557089652%	6999
15057784	0.756466069	93.561012518%	6998
15452091	0.756594110	93.564935385%	6998
17747365	0.756722151	93.568858251%	6998
3233271	0.756850192	93.572781118%	6998
5765834	0.756978233	93.576703985%	6998
9724208	0.757106274	93.580626851%	6998
1680427	0.757234315	93.584548597%	6996
16268518	0.757362356	93.588468660%	6993
3106119	0.757490397	93.592388163%	6992
102314	0.757618438	93.596306545%	6990
1110725	0.757746479	93.600224927%	6990
11272416	0.757874520	93.604143309%	6990
11567827	0.758002561	93.608061691%	6990
1185221	0.758130602	93.611980074%	6990
12236813	0.758258643	93.615898456%	6990
12305618	0.758386684	93.619816838%	6990
12903929	0.758514725	93.623735220%	6990
12996647	0.758642766	93.627653602%	6990
13017160	0.758770807	93.631571984%	6990
13419433	0.758898848	93.635490366%	6990
13458428	0.759026889	93.639408748%	6990
13525550	0.759154930	93.643327130%	6990
13872356	0.759282971	93.647245512%	6990
14189332	0.759411012	93.651163894%	6990
14419346	0.759539052	93.655082276%	6990
14738842	0.759667093	93.659000658%	6990
15108985	0.759795134	93.662919040%	6990
15184683	0.759923175	93.666837422%	6990
15552312	0.760051216	93.670755804%	6990
15659186	0.760179257	93.674674186%	6990
15666791	0.760307298	93.678592568%	6990
1685219	0.760435339	93.682510950%	6990
17070454	0.760563380	93.686429332%	6990
17309473	0.760691421	93.690347714%	6990
17349389	0.760819462	93.694266096%	6990
17705967	0.760947503	93.698184478%	6990
17731137	0.761075544	93.702102860%	6990
17797348	0.761203585	93.706021242%	6990
17901369	0.761331626	93.709939624%	6990
17943267	0.761459667	93.713858006%	6990
17947814	0.761587708	93.717776388%	6990
18003473	0.761715749	93.721694770%	6990
18053378	0.761843790	93.725613152%	6990
2433204	0.761971831	93.729531534%	6990
3064737	0.762099872	93.733449916%	6990
3278736	0.762227913	93.737368298%	6990
4730897	0.762355954	93.741286680%	6990
5628173	0.762483995	93.745205062%	6990
5724245	0.762612036	93.749123444%	6990
6365219	0.762740077	93.753041826%	6990
6584286	0.762868118	93.756960208%	6990
6743206	0.762996159	93.760878590%	6990
6853819	0.763124200	93.764796972%	6990
7183941	0.763252241	93.768715354%	6990
736436	0.763380282	93.772633736%	6990
7455768	0.763508323	93.776552118%	6990
7504862	0.763636364	93.780470500%	6990
8225715	0.763764405	93.784388882%	6990
8323831	0.763892446	93.788307264%	6990
8671871	0.764020487	93.792225646%	6990
934668	0.764148528	93.796144028%	6990
9689555	0.764276569	93.800062410%	6990
990716	0.764404609	93.803980792%	6990
11082477	0.764532650	93.807898053%	6988
11945571	0.764660691	93.811815314%	6988
12752012	0.764788732	93.815732575%	6988
12760195	0.764916773	93.819649836%	6988
14963641	0.765044814	93.823567097%	6988
16719251	0.765172855	93.827484358%	6988
16781626	0.765300896	93.831401619%	6988
17866840	0.765428937	93.835318880%	6988
17937796	0.765556978	93.839236140%	6988
6162295	0.765685019	93.843153401%	6988
6448938	0.765813060	93.847070662%	6988
11668719	0.765941101	93.850985120%	6983
17917275	0.766069142	93.854899578%	6983
100603	0.766197183	93.858812355%	6980
10624195	0.766325224	93.862725131%	6980
12553704	0.766453265	93.866637907%	6980
12768638	0.766581306	93.870550684%	6980
1304030	0.766709347	93.874463460%	6980
13791495	0.766837388	93.878376236%	6980
14327578	0.766965429	93.882289012%	6980
14662630	0.767093470	93.886201789%	6980
14733882	0.767221511	93.890114565%	6980
1482334	0.767349552	93.894027341%	6980
1547625	0.767477593	93.897940118%	6980
16476314	0.767605634	93.901852894%	6980
17710246	0.767733675	93.905765670%	6980
17857821	0.767861716	93.909678447%	6980
17985459	0.767989757	93.913591223%	6980
18029468	0.768117798	93.917503999%	6980
18070094	0.768245839	93.921416776%	6980
18118530	0.768373880	93.925329552%	6980
247264	0.768501921	93.929242328%	6980
7337488	0.768629962	93.933155105%	6980
7748847	0.768758003	93.937067881%	6980
8073067	0.768886044	93.940980657%	6980
9202845	0.769014085	93.944893434%	6980
9604599	0.769142125	93.948806210%	6980
10751262	0.769270166	93.952716183%	6975
962233	0.769398207	93.956624475%	6972
10482896	0.769526248	93.960531646%	6970
1489927	0.769654289	93.964438816%	6970
12087066	0.769782330	93.968344866%	6968
1875475	0.769910371	93.972246991%	6961
11632	0.770038412	93.976148556%	6960
8861097	0.770166453	93.980050121%	6960
10670497	0.770294494	93.983947202%	6952
4284988	0.770422535	93.987844282%	6952
17865798	0.770550576	93.991740241%	6950
7116371	0.770678617	93.995636201%	6950
959527	0.770806658	93.999532160%	6950
17811402	0.770934699	94.003426998%	6948
10828485	0.771062740	94.007321275%	6947
5522416	0.771190781	94.011213871%	6944
6342031	0.771318822	94.015104225%	6940
8295735	0.771446863	94.018994578%	6940
13982172	0.771574904	94.022882129%	6935
10577239	0.771702945	94.026767437%	6931
15862732	0.771830986	94.030652185%	6930
697224	0.771959027	94.034536933%	6930
9389224	0.772087068	94.038421681%	6930
3205497	0.772215109	94.042300823%	6920
8934061	0.772343150	94.046178283%	6917
11302312	0.772471191	94.050052941%	6912
557744	0.772599232	94.053927599%	6912
6141460	0.772727273	94.057801696%	6911
15683894	0.772855314	94.061675232%	6910
2134634	0.772983355	94.065548208%	6909
7883681	0.773111396	94.069417820%	6903
1104227	0.773239437	94.073285751%	6900
12977618	0.773367478	94.077153682%	6900
17848266	0.773495519	94.081021613%	6900
9673181	0.773623560	94.084889543%	6900
11869704	0.773751601	94.088756914%	6899
12771035	0.773879641	94.092624284%	6899
17261712	0.774007682	94.096491654%	6899
778906	0.774135723	94.100359024%	6899
7281634	0.774263764	94.104225834%	6898
12920086	0.774391805	94.108091522%	6896
990037	0.774519846	94.111957211%	6896
8667289	0.774647887	94.115822339%	6895
17171771	0.774775928	94.119684664%	6890
17951565	0.774903969	94.123546989%	6890
17963220	0.775032010	94.127409314%	6890
6648211	0.775160051	94.131271639%	6890
7262221	0.775288092	94.135133964%	6890
7300513	0.775416133	94.138996289%	6890
9366685	0.775544174	94.142858053%	6889
1034992	0.775672215	94.146719257%	6888
12025286	0.775800256	94.150575977%	6880
15836001	0.775928297	94.154432696%	6880
17978162	0.776056338	94.158289415%	6880
5737171	0.776184379	94.162146135%	6880
6771554	0.776312420	94.166002854%	6880
13063117	0.776440461	94.169859013%	6879
1684631	0.776568502	94.173715172%	6879
15653903	0.776696543	94.177570770%	6878
11505763	0.776824584	94.181425247%	6876
7566274	0.776952625	94.185277482%	6872
14503619	0.777080666	94.189128595%	6870
14807087	0.777208707	94.192979709%	6870
7770131	0.777336748	94.196829702%	6868
1667718	0.777464789	94.200679134%	6867
17975279	0.777592830	94.204526884%	6864
3334447	0.777720871	94.208374634%	6864
9147329	0.777848912	94.212220142%	6860
17677173	0.777976953	94.216060044%	6850
17890875	0.778104994	94.219899946%	6850
6968909	0.778233035	94.223739288%	6849
17835862	0.778361076	94.227578069%	6848
7125430	0.778489117	94.231415729%	6846
7292097	0.778617157	94.235251147%	6842
12656517	0.778745198	94.239085444%	6840
16918472	0.778873239	94.242919740%	6840
10641136	0.779001280	94.246753476%	6839
740380	0.779129321	94.250587212%	6839
14626934	0.779257362	94.254419827%	6837
10407662	0.779385403	94.258251881%	6836
1616047	0.779513444	94.262080572%	6830
2042697	0.779641485	94.265909263%	6830
7728111	0.779769526	94.269737393%	6829
17977975	0.779897567	94.273564963%	6828
10052589	0.780025608	94.277390291%	6824
15230518	0.780153649	94.281214497%	6822
11542930	0.780281690	94.285038143%	6821
16197002	0.780409731	94.288856183%	6811
16690542	0.780537772	94.292672541%	6808
1713626	0.780665813	94.296488339%	6807
14621861	0.780793854	94.300300213%	6800
15321427	0.780921895	94.304112086%	6800
17354603	0.781049936	94.307923960%	6800
2050520	0.781177977	94.311735834%	6800
6523186	0.781306018	94.315547708%	6800
6758920	0.781434059	94.319359581%	6800
8738056	0.781562100	94.323171455%	6800
9182478	0.781690141	94.326983329%	6800
9218045	0.781818182	94.330795203%	6800
9332073	0.781946223	94.334607077%	6800
10566726	0.782074264	94.338418390%	6799
13149462	0.782202305	94.342229703%	6799
3352104	0.782330346	94.346041016%	6799
8636978	0.782458387	94.349852329%	6799
11882187	0.782586428	94.353663082%	6798
487368	0.782714469	94.357473835%	6798
529897	0.782842510	94.361284587%	6798
17768390	0.782970551	94.365094219%	6796
17747003	0.783098592	94.368901047%	6791
15955292	0.783226633	94.372707316%	6790
8304129	0.783354673	94.376513584%	6790
9401209	0.783482714	94.380319852%	6790
9858723	0.783610755	94.384125559%	6789
562966	0.783738796	94.387930706%	6788
1696412	0.783866837	94.391734732%	6786
15749764	0.783994878	94.395537076%	6783
10243686	0.784122919	94.399337739%	6780
11133152	0.784250960	94.403138401%	6780
13661558	0.784379001	94.406939063%	6780
15572764	0.784507042	94.410739726%	6780
8888284	0.784635083	94.414536464%	6773
14406352	0.784763124	94.418330400%	6768
12224632	0.784891165	94.422119851%	6760
13991633	0.785019206	94.425909302%	6760
15941578	0.785147247	94.429698753%	6760
17688629	0.785275288	94.433488204%	6760
17828815	0.785403329	94.437277655%	6760
10872083	0.785531370	94.441061500%	6750
1175171	0.785659411	94.444845345%	6750
13562609	0.785787452	94.448629190%	6750
13229176	0.785915493	94.452412475%	6749
9413670	0.786043534	94.456195760%	6749
1626453	0.786171575	94.459977924%	6747
7385387	0.786299616	94.463757284%	6742
9234807	0.786427657	94.467534963%	6739
7275030	0.786555698	94.471311521%	6737
1383266	0.786683739	94.475085276%	6732
7797587	0.786811780	94.478856789%	6728
8208526	0.786939821	94.482628302%	6728
17872819	0.787067862	94.486396451%	6722
13239136	0.787195903	94.490163479%	6720
8091859	0.787323944	94.493930508%	6720
17748465	0.787451985	94.497696975%	6719
17168443	0.787580026	94.501459519%	6712
13942204	0.787708067	94.505220941%	6710
17230700	0.787836108	94.508979561%	6705
17984312	0.787964149	94.512737620%	6704
13494225	0.788092190	94.516493437%	6700
17976741	0.788220230	94.520249254%	6700
1802786	0.788348271	94.524004510%	6699
6397528	0.788476312	94.527757524%	6695
7137177	0.788604353	94.531510538%	6695
10657951	0.788732394	94.535260749%	6690
11685407	0.788860435	94.539010960%	6690
12311991	0.788988476	94.542761171%	6690
16425671	0.789116517	94.546511382%	6690
16865872	0.789244558	94.550261593%	6690
17539701	0.789372599	94.554011805%	6690
17914593	0.789500640	94.557762016%	6690
18030159	0.789628681	94.561512227%	6690
18059543	0.789756722	94.565262438%	6690
3492378	0.789884763	94.569012649%	6690
4484996	0.790012804	94.572762860%	6690
5524009	0.790140845	94.576513071%	6690
6678159	0.790268886	94.580263282%	6690
6919264	0.790396927	94.584013494%	6690
694722	0.790524968	94.587763705%	6690
7063888	0.790653009	94.591513916%	6690
7638984	0.790781050	94.595264127%	6690
7881552	0.790909091	94.599014338%	6690
8003541	0.791037132	94.602764549%	6690
9205296	0.791165173	94.606514760%	6690
923092	0.791293214	94.610264971%	6690
9425728	0.791421255	94.614015182%	6690
9478682	0.791549296	94.617765394%	6690
14707770	0.791677337	94.621515044%	6689
16096852	0.791805378	94.625264134%	6688
9984871	0.791933419	94.629013224%	6688
17953718	0.792061460	94.632760632%	6685
12046517	0.792189501	94.636507480%	6684
13267762	0.792317542	94.640254328%	6684
15265037	0.792445583	94.644001175%	6684
7642619	0.792573624	94.647748023%	6684
13070203	0.792701665	94.651492629%	6680
15125279	0.792829706	94.655237234%	6680
17274270	0.792957746	94.658981839%	6680
6573984	0.793085787	94.662726445%	6680
1367831	0.793213828	94.666468808%	6676
5787804	0.793341869	94.670210050%	6674
11374816	0.793469910	94.673949050%	6670
10835884	0.793597951	94.677687489%	6669
9924844	0.793725992	94.681420883%	6660
778085	0.793854033	94.685153716%	6659
16383433	0.793982074	94.688885989%	6658
3578132	0.794110115	94.692613217%	6649
7392426	0.794238156	94.696337642%	6644
10053113	0.794366197	94.700059825%	6640
1197020	0.794494238	94.703782007%	6640
17716548	0.794622279	94.707504190%	6640
15556234	0.794750320	94.711225251%	6638
9491450	0.794878361	94.714944071%	6634
17897161	0.795006402	94.718661208%	6631
13015561	0.795134443	94.722377785%	6630
8136772	0.795262484	94.726091559%	6625
13566226	0.795390525	94.729802530%	6620
7701998	0.795518566	94.733511820%	6617
10698264	0.795646607	94.737219428%	6614
13150139	0.795774648	94.740926475%	6613
4164321	0.795902689	94.744632401%	6611
703063	0.796030730	94.748338327%	6611
4113512	0.796158771	94.752042572%	6608
7852156	0.796286812	94.755742892%	6601
12572686	0.796414853	94.759442652%	6600
13006917	0.796542894	94.763142412%	6600
17731898	0.796670935	94.766842172%	6600
17975646	0.796798976	94.770541931%	6600
4127369	0.796927017	94.774241691%	6600
10024030	0.797055058	94.777940890%	6599
10085923	0.797183099	94.781640090%	6599
1022870	0.797311140	94.785339289%	6599
1041572	0.797439181	94.789038488%	6599
10609418	0.797567222	94.792737688%	6599
10611694	0.797695262	94.796436887%	6599
10762852	0.797823303	94.800136086%	6599
10838030	0.797951344	94.803835285%	6599
10845056	0.798079385	94.807534485%	6599
1088539	0.798207426	94.811233684%	6599
10896346	0.798335467	94.814932883%	6599
11000280	0.798463508	94.818632083%	6599
11075605	0.798591549	94.822331282%	6599
11260440	0.798719590	94.826030481%	6599
12033340	0.798847631	94.829729680%	6599
12038638	0.798975672	94.833428880%	6599
12082547	0.799103713	94.837128079%	6599
12413181	0.799231754	94.840827278%	6599
1262633	0.799359795	94.844526477%	6599
12667859	0.799487836	94.848225677%	6599
12814035	0.799615877	94.851924876%	6599
12846068	0.799743918	94.855624075%	6599
12939739	0.799871959	94.859323275%	6599
12940594	0.8	94.863022474%	6599
13009431	0.800128041	94.866721673%	6599
13077666	0.800256082	94.870420872%	6599
13179200	0.800384123	94.874120072%	6599
13274343	0.800512164	94.877819271%	6599
1328379	0.800640205	94.881518470%	6599
1331046	0.800768246	94.885217670%	6599
13416319	0.800896287	94.888916869%	6599
13768589	0.801024328	94.892616068%	6599
13997486	0.801152369	94.896315267%	6599
14347959	0.801280410	94.900014467%	6599
14360994	0.801408451	94.903713666%	6599
14731228	0.801536492	94.907412865%	6599
14782400	0.801664533	94.911112064%	6599
14822597	0.801792574	94.914811264%	6599
1497104	0.801920615	94.918510463%	6599
15097708	0.802048656	94.922209662%	6599
15106587	0.802176697	94.925908862%	6599
15150650	0.802304738	94.929608061%	6599
15222236	0.802432778	94.933307260%	6599
15242607	0.802560819	94.937006459%	6599
15320820	0.802688860	94.940705659%	6599
15366456	0.802816901	94.944404858%	6599
15377600	0.802944942	94.948104057%	6599
15411930	0.803072983	94.951803257%	6599
15446617	0.803201024	94.955502456%	6599
1545327	0.803329065	94.959201655%	6599
15479076	0.803457106	94.962900854%	6599
15508198	0.803585147	94.966600054%	6599
15684557	0.803713188	94.970299253%	6599
15752210	0.803841229	94.973998452%	6599
1594700	0.803969270	94.977697651%	6599
15994613	0.804097311	94.981396851%	6599
1604431	0.804225352	94.985096050%	6599
16058274	0.804353393	94.988795249%	6599
16198571	0.804481434	94.992494449%	6599
16202323	0.804609475	94.996193648%	6599
16468177	0.804737516	94.999892847%	6599
16509827	0.804865557	95.003592046%	6599
16525731	0.804993598	95.007291246%	6599
17022840	0.805121639	95.010990445%	6599
17071137	0.805249680	95.014689644%	6599
17136434	0.805377721	95.018388843%	6599
17164423	0.805505762	95.022088043%	6599
17197652	0.805633803	95.025787242%	6599
17228631	0.805761844	95.029486441%	6599
17234883	0.805889885	95.033185641%	6599
17369713	0.806017926	95.036884840%	6599
1768493	0.806145967	95.040584039%	6599
17689820	0.806274008	95.044283238%	6599
1773322	0.806402049	95.047982438%	6599
1774605	0.806530090	95.051681637%	6599
17747251	0.806658131	95.055380836%	6599
17773447	0.806786172	95.059080036%	6599
17828357	0.806914213	95.062779235%	6599
17838722	0.807042254	95.066478434%	6599
17839505	0.807170294	95.070177633%	6599
17840257	0.807298335	95.073876833%	6599
17840863	0.807426376	95.077576032%	6599
1784537	0.807554417	95.081275231%	6599
17846472	0.807682458	95.084974430%	6599
17848357	0.807810499	95.088673630%	6599
17851698	0.807938540	95.092372829%	6599
17859916	0.808066581	95.096072028%	6599
17867646	0.808194622	95.099771228%	6599
17868378	0.808322663	95.103470427%	6599
17868561	0.808450704	95.107169626%	6599
17869500	0.808578745	95.110868825%	6599
17873364	0.808706786	95.114568025%	6599
17875320	0.808834827	95.118267224%	6599
17876302	0.808962868	95.121966423%	6599
17876896	0.809090909	95.125665623%	6599
17880411	0.809218950	95.129364822%	6599
17880639	0.809346991	95.133064021%	6599
1810660	0.809475032	95.136763220%	6599
213527	0.809603073	95.140462420%	6599
2437406	0.809731114	95.144161619%	6599
2573961	0.809859155	95.147860818%	6599
2626399	0.809987196	95.151560017%	6599
2664326	0.810115237	95.155259217%	6599
2689515	0.810243278	95.158958416%	6599
276430	0.810371319	95.162657615%	6599
2989459	0.810499360	95.166356815%	6599
3024966	0.810627401	95.170056014%	6599
3030668	0.810755442	95.173755213%	6599
3048434	0.810883483	95.177454412%	6599
3175913	0.811011524	95.181153612%	6599
3243382	0.811139565	95.184852811%	6599
3367777	0.811267606	95.188552010%	6599
364233	0.811395647	95.192251210%	6599
381574	0.811523688	95.195950409%	6599
386740	0.811651729	95.199649608%	6599
4099226	0.811779770	95.203348807%	6599
4118646	0.811907810	95.207048007%	6599
4130241	0.812035851	95.210747206%	6599
424081	0.812163892	95.214446405%	6599
4333540	0.812291933	95.218145604%	6599
4478402	0.812419974	95.221844804%	6599
4723473	0.812548015	95.225544003%	6599
5371590	0.812676056	95.229243202%	6599
542477	0.812804097	95.232942402%	6599
5530120	0.812932138	95.236641601%	6599
5783752	0.813060179	95.240340800%	6599
6096538	0.813188220	95.244039999%	6599
6096817	0.813316261	95.247739199%	6599
623089	0.813444302	95.251438398%	6599
636958	0.813572343	95.255137597%	6599
6540652	0.813700384	95.258836797%	6599
6543048	0.813828425	95.262535996%	6599
6709250	0.813956466	95.266235195%	6599
677933	0.814084507	95.269934394%	6599
6862161	0.814212548	95.273633594%	6599
7035367	0.814340589	95.277332793%	6599
7132597	0.814468630	95.281031992%	6599
7216863	0.814596671	95.284731191%	6599
7262257	0.814724712	95.288430391%	6599
7301202	0.814852753	95.292129590%	6599
7356971	0.814980794	95.295828789%	6599
7465465	0.815108835	95.299527989%	6599
7664740	0.815236876	95.303227188%	6599
7684967	0.815364917	95.306926387%	6599
7780329	0.815492958	95.310625586%	6599
7786356	0.815620999	95.314324786%	6599
7813130	0.815749040	95.318023985%	6599
7838352	0.815877081	95.321723184%	6599
7931492	0.816005122	95.325422384%	6599
7934040	0.816133163	95.329121583%	6599
795479	0.816261204	95.332820782%	6599
8065928	0.816389245	95.336519981%	6599
8255051	0.816517286	95.340219181%	6599
8344158	0.816645327	95.343918380%	6599
8376610	0.816773367	95.347617579%	6599
857573	0.816901408	95.351316778%	6599
8576314	0.817029449	95.355015978%	6599
8591791	0.817157490	95.358715177%	6599
8632162	0.817285531	95.362414376%	6599
8742920	0.817413572	95.366113576%	6599
8750142	0.817541613	95.369812775%	6599
879413	0.817669654	95.373511974%	6599
9058311	0.817797695	95.377211173%	6599
9206949	0.817925736	95.380910373%	6599
9360652	0.818053777	95.384609572%	6599
936500	0.818181818	95.388308771%	6599
9449883	0.818309859	95.392007970%	6599
9475882	0.818437900	95.395707170%	6599
9524799	0.818565941	95.399406369%	6599
9574421	0.818693982	95.403105568%	6599
9770411	0.818822023	95.406804768%	6599
9856426	0.818950064	95.410503967%	6599
9941547	0.819078105	95.414203166%	6599
11302852	0.819206146	95.417900123%	6595
13403449	0.819334187	95.421597080%	6595
16514374	0.819462228	95.425294037%	6595
1865663	0.819590269	95.428990994%	6595
248141	0.819718310	95.432687951%	6595
55118	0.819846351	95.436384908%	6595
5538734	0.819974392	95.440081865%	6595
6295715	0.820102433	95.443778822%	6595
6602434	0.820230474	95.447475779%	6595
6836918	0.820358515	95.451172736%	6595
825646	0.820486556	95.454869693%	6595
951037	0.820614597	95.458566650%	6595
7756494	0.820742638	95.462261925%	6592
16882264	0.820870679	95.465956640%	6591
17386152	0.820998720	95.469651355%	6591
16781898	0.821126761	95.473345509%	6590
8833389	0.821254802	95.477039663%	6590
3231220	0.821382843	95.480733257%	6589
12310399	0.821510883	95.484426290%	6588
13870244	0.821638924	95.488119323%	6588
14975718	0.821766965	95.491811795%	6587
5516424	0.821895006	95.495503147%	6585
9495485	0.822023047	95.499194498%	6585
16385893	0.822151088	95.502883046%	6580
1734977	0.822279129	95.506571595%	6580
4288362	0.822407170	95.510260143%	6580
6966504	0.822535211	95.513948692%	6580
17820485	0.822663252	95.517636680%	6579
18076057	0.822791293	95.521322986%	6576
30359	0.822919334	95.525009292%	6576
4181836	0.823047375	95.528695598%	6576
7465654	0.823175416	95.532381904%	6576
10787072	0.823303457	95.536064847%	6570
13863907	0.823431498	95.539747790%	6570
493814	0.823559539	95.543430732%	6570
9410378	0.823687580	95.547113675%	6570
9021096	0.823815621	95.550794376%	6566
787028	0.823943662	95.554474516%	6565
9514369	0.824071703	95.558154656%	6565
13209818	0.824199744	95.561834235%	6564
17166776	0.824327785	95.565513814%	6564
12421529	0.824455826	95.569191712%	6561
11670874	0.824583867	95.572869049%	6560
15322907	0.824711908	95.576546386%	6560
17953847	0.824839949	95.580223723%	6560
18001699	0.824967990	95.583901060%	6560
1834490	0.825096031	95.587578397%	6560
5450249	0.825224072	95.591255734%	6560
6382905	0.825352113	95.594933071%	6560
16386060	0.825480154	95.598609287%	6558
16863989	0.825608195	95.602281019%	6550
17702852	0.825736236	95.605952750%	6550
5903499	0.825864277	95.609624481%	6550
13937970	0.825992318	95.613290607%	6540
15127575	0.826120359	95.616956733%	6540
15909660	0.826248399	95.620622858%	6540
7833161	0.826376440	95.624288984%	6540
8261241	0.826504481	95.627954549%	6539
4410316	0.826632522	95.631618993%	6537
13143048	0.826760563	95.635282316%	6535
13410253	0.826888604	95.638942836%	6530
16602980	0.827016645	95.642603356%	6530
6932082	0.827144686	95.646263876%	6530
11215712	0.827272727	95.649922153%	6526
6887331	0.827400768	95.653577068%	6520
10819237	0.827528809	95.657230861%	6518
12942764	0.827656850	95.660881291%	6512
15736071	0.827784891	95.664531720%	6512
15737283	0.827912932	95.668181589%	6511
12067324	0.828040973	95.671830898%	6510
1514809	0.828169014	95.675480207%	6510
153627	0.828297055	95.679129515%	6510
15849853	0.828425096	95.682774339%	6502
10498436	0.828553137	95.686418042%	6500
12667833	0.828681178	95.690061745%	6500
14749727	0.828809219	95.693705448%	6500
16668857	0.828937260	95.697349151%	6500
17139606	0.829065301	95.700992854%	6500
17827165	0.829193342	95.704636556%	6500
17968023	0.829321383	95.708280259%	6500
4508206	0.829449424	95.711923962%	6500
5979090	0.829577465	95.715567665%	6500
6719794	0.829705506	95.719211368%	6500
7877414	0.829833547	95.722855071%	6500
8112378	0.829961588	95.726498774%	6500
9333590	0.830089629	95.730142477%	6500
12000654	0.830217670	95.733785619%	6499
1916734	0.830345711	95.737427640%	6497
2196505	0.830473752	95.741066858%	6492
10047854	0.830601793	95.744704956%	6490
10783932	0.830729834	95.748343053%	6490
11361576	0.830857875	95.751981150%	6490
14033584	0.830985915	95.755619247%	6490
14390672	0.831113956	95.759257344%	6490
14648038	0.831241997	95.762895441%	6490
15543018	0.831370038	95.766533539%	6490
15592626	0.831498079	95.770171636%	6490
15705810	0.831626120	95.773809733%	6490
16930741	0.831754161	95.777447830%	6490
17115996	0.831882202	95.781085927%	6490
17741910	0.832010243	95.784724025%	6490
17863511	0.832138284	95.788362122%	6490
17956911	0.832266325	95.792000219%	6490
18120186	0.832394366	95.795638316%	6490
6667565	0.832522407	95.799276413%	6490
7088628	0.832650448	95.802914510%	6490
7405189	0.832778489	95.806552608%	6490
8170139	0.832906530	95.810190705%	6490
8675264	0.833034571	95.813828802%	6490
9010520	0.833162612	95.817466899%	6490
9822387	0.833290653	95.821104996%	6490
13991851	0.833418694	95.824739730%	6484
17521689	0.833546735	95.828374464%	6484
11279233	0.833674776	95.832006955%	6480
13208806	0.833802817	95.835639447%	6480
13690657	0.833930858	95.839271938%	6480
14499678	0.834058899	95.842904430%	6480
17940773	0.834186940	95.846536921%	6480
1812843	0.834314981	95.850169413%	6480
816808	0.834443022	95.853801904%	6480
994083	0.834571063	95.857434396%	6480
689672	0.834699104	95.861065766%	6478
538282	0.834827145	95.864695455%	6475
17459465	0.834955186	95.868324583%	6474
1570726	0.835083227	95.871951469%	6470
1776102	0.835211268	95.875578354%	6470
5984685	0.835339309	95.879205240%	6470
15349674	0.835467350	95.882831005%	6468
8643445	0.835595391	95.886456770%	6468
12833539	0.835723431	95.890079171%	6462
7121055	0.835851472	95.893701572%	6462
17442501	0.835979513	95.897322852%	6460
18099572	0.836107554	95.900944132%	6460
7005250	0.836235595	95.904565412%	6460
13508951	0.836363636	95.908186132%	6459
18066993	0.836491677	95.911802927%	6452
17711295	0.836619718	95.915418602%	6450
3645335	0.836747759	95.919034276%	6450
4397036	0.836875800	95.922647708%	6446
11181157	0.837003841	95.926260019%	6444
13259386	0.837131882	95.929870088%	6440
6916229	0.837259923	95.933480157%	6440
17996789	0.837387964	95.937089665%	6439
17730434	0.837516005	95.940698612%	6438
11437909	0.837644046	95.944306439%	6436
17836876	0.837772087	95.947913705%	6435
933841	0.837900128	95.951519289%	6432
8365407	0.838028169	95.955123752%	6430
1269156	0.838156210	95.958727654%	6429
303235	0.838284251	95.962330996%	6428
6403457	0.838412292	95.965930414%	6421
1029072	0.838540333	95.969529271%	6420
672603	0.838668374	95.973128129%	6420
6225287	0.838796415	95.976724744%	6416
3591880	0.838924456	95.980319116%	6412
5909966	0.839052497	95.983913489%	6412
6172112	0.839180538	95.987507862%	6412
10544300	0.839308579	95.991101674%	6411
1152192	0.839436620	95.994695486%	6411
14093621	0.839564661	95.998289298%	6411
1460210	0.839692702	96.001883110%	6411
15121621	0.839820743	96.005476923%	6411
16905342	0.839948784	96.009070735%	6411
17818432	0.840076825	96.012664547%	6411
17861933	0.840204866	96.016258359%	6411
17873022	0.840332907	96.019852171%	6411
3162320	0.840460948	96.023445984%	6411
389103	0.840588988	96.027039796%	6411
5994232	0.840717029	96.030633608%	6411
722875	0.840845070	96.034227420%	6411
7279445	0.840973111	96.037821232%	6411
7321296	0.841101152	96.041415044%	6411
7475505	0.841229193	96.045008857%	6411
7826389	0.841357234	96.048602669%	6411
8098423	0.841485275	96.052196481%	6411
8645264	0.841613316	96.055790293%	6411
9544852	0.841741357	96.059384105%	6411
15144501	0.841869398	96.062977357%	6410
6255773	0.841997439	96.066570609%	6410
3270740	0.842125480	96.070162739%	6408
9419632	0.842253521	96.073751506%	6402
12816556	0.842381562	96.077339152%	6400
18009133	0.842509603	96.080926798%	6400
18104764	0.842637644	96.084514444%	6400
6048485	0.842765685	96.088102090%	6400
7355825	0.842893726	96.091689736%	6400
7591856	0.843021767	96.095277382%	6400
18034516	0.843149808	96.098864467%	6399
13556887	0.843277849	96.102449871%	6396
6811062	0.843405890	96.106035274%	6396
15686698	0.843533931	96.109619557%	6394
14893607	0.843661972	96.113202718%	6392
1426642	0.843790013	96.116784758%	6390
16608037	0.843918054	96.120366798%	6390
17745116	0.844046095	96.123948839%	6390
380791	0.844174136	96.127530879%	6390
7809154	0.844302177	96.131112919%	6390
8700899	0.844430218	96.134693838%	6388
17635497	0.844558259	96.138270273%	6380
18023260	0.844686300	96.141846707%	6380
18074418	0.844814341	96.145422581%	6379
4874343	0.844942382	96.148993971%	6371
10875748	0.845070423	96.152564799%	6370
